hidden_layer_sizes,best_params,best_accuracy_cv,training_time,accuracy_test,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp_classification__alpha,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
"(1200,)",{'mlp_classification__alpha': 1.0},0.7030000000000001,4.3315629959106445,0.7620880760051404,"[5.10951746 5.6562885  5.87545466 5.44477904 5.3589164  5.15674615
 2.34516513 0.83128643 0.55894446 0.61138678 0.68505096 0.76298046
 0.78598285 0.82164955]","[0.23399055 0.32136643 0.02016759 0.25517213 0.21290338 0.17984509
 0.36890399 0.08178544 0.00465846 0.01242709 0.01230669 0.01705551
 0.01717305 0.00982046]","[0.00349545 0.00353754 0.00356138 0.00356185 0.00308859 0.00300729
 0.00346041 0.00362945 0.00329816 0.00345647 0.00350189 0.00362098
 0.00350273 0.00337398]","[3.14712524e-05 5.85317612e-05 4.25577164e-05 1.60932541e-05
 3.08394432e-04 2.84910202e-05 6.43730164e-06 1.27553940e-04
 6.40153885e-05 7.23600388e-05 8.10623169e-05 8.21352005e-05
 3.25441360e-05 3.01003456e-04]","[1e-06 1e-05 0.0001 0.001 0.01 0.1 1.0 10.0 100.0 1000.0 10000.0 100000.0
 1000000.0 10000000.0]","[{'mlp_classification__alpha': 1e-06}, {'mlp_classification__alpha': 1e-05}, {'mlp_classification__alpha': 0.0001}, {'mlp_classification__alpha': 0.001}, {'mlp_classification__alpha': 0.01}, {'mlp_classification__alpha': 0.1}, {'mlp_classification__alpha': 1.0}, {'mlp_classification__alpha': 10.0}, {'mlp_classification__alpha': 100.0}, {'mlp_classification__alpha': 1000.0}, {'mlp_classification__alpha': 10000.0}, {'mlp_classification__alpha': 100000.0}, {'mlp_classification__alpha': 1000000.0}, {'mlp_classification__alpha': 10000000.0}]","[0.708 0.71  0.708 0.714 0.714 0.702 0.72  0.706 0.532 0.532 0.532 0.532
 0.532 0.532]","[0.666 0.672 0.666 0.664 0.678 0.676 0.686 0.68  0.532 0.532 0.532 0.532
 0.532 0.532]","[0.687 0.691 0.687 0.689 0.696 0.689 0.703 0.693 0.532 0.532 0.532 0.532
 0.532 0.532]","[0.021 0.019 0.021 0.025 0.018 0.013 0.017 0.013 0.    0.    0.    0.
 0.    0.   ]",[7 4 7 5 2 5 1 3 9 9 9 9 9 9]
"(34, 34)",{'mlp_classification__alpha': 10.0},0.7,0.8571798801422119,0.7464487332476593,"[0.68705547 0.64808452 0.70052683 0.65589094 0.60233903 0.5467639
 0.48988688 0.22043955 0.19671237 0.35123897 0.41240895 0.49004054
 0.4847914  0.41394913]","[0.06274641 0.04309762 0.0113622  0.02474904 0.05628395 0.06002808
 0.02497113 0.00896466 0.00027335 0.01736903 0.01056802 0.00026441
 0.0306114  0.0082351 ]","[0.00073767 0.00064099 0.00063753 0.00075305 0.00071239 0.00073814
 0.0007571  0.00068045 0.0006305  0.0007354  0.00072551 0.00082338
 0.00067055 0.00059903]","[1.85966492e-05 1.99079514e-05 5.53131104e-05 7.49826431e-05
 6.43730164e-06 4.72068787e-05 6.99758530e-05 1.54972076e-05
 4.66108322e-05 5.44786453e-05 3.24249268e-05 3.44514847e-05
 6.54459000e-05 2.99215317e-05]","[1e-06 1e-05 0.0001 0.001 0.01 0.1 1.0 10.0 100.0 1000.0 10000.0 100000.0
 1000000.0 10000000.0]","[{'mlp_classification__alpha': 1e-06}, {'mlp_classification__alpha': 1e-05}, {'mlp_classification__alpha': 0.0001}, {'mlp_classification__alpha': 0.001}, {'mlp_classification__alpha': 0.01}, {'mlp_classification__alpha': 0.1}, {'mlp_classification__alpha': 1.0}, {'mlp_classification__alpha': 10.0}, {'mlp_classification__alpha': 100.0}, {'mlp_classification__alpha': 1000.0}, {'mlp_classification__alpha': 10000.0}, {'mlp_classification__alpha': 100000.0}, {'mlp_classification__alpha': 1000000.0}, {'mlp_classification__alpha': 10000000.0}]","[0.696 0.716 0.706 0.684 0.702 0.688 0.706 0.712 0.532 0.532 0.532 0.532
 0.532 0.532]","[0.68  0.682 0.678 0.65  0.662 0.674 0.652 0.688 0.532 0.532 0.532 0.532
 0.532 0.532]","[0.688 0.699 0.692 0.667 0.682 0.681 0.679 0.7   0.532 0.532 0.532 0.532
 0.532 0.532]","[0.008 0.017 0.014 0.017 0.02  0.007 0.027 0.012 0.    0.    0.    0.
 0.    0.   ]",[4 2 3 8 5 6 7 1 9 9 9 9 9 9]
"(10, 10, 10)",{'mlp_classification__alpha': 10.0},0.699,0.270554780960083,0.7411361758766294,"[0.89404571 0.8706485  0.95085156 0.84943283 0.8300426  0.50917327
 0.52509975 0.18774796 0.2149595  0.25566208 0.29544163 0.35716391
 0.38761008 0.38836646]","[0.00852954 0.04479349 0.21436346 0.118137   0.19393063 0.04482543
 0.15894747 0.00713897 0.00994647 0.01693404 0.01196456 0.0130229
 0.01344502 0.00664163]","[0.00052845 0.00073957 0.00055635 0.00053203 0.00052953 0.00051069
 0.0005424  0.00065064 0.00051188 0.00050581 0.0004909  0.00055897
 0.00056255 0.00054598]","[1.54972076e-06 1.61409378e-04 7.51018524e-06 1.10864639e-05
 4.52995300e-06 4.52995300e-06 4.76837158e-07 1.18494034e-04
 1.09672546e-05 2.80141830e-05 1.69277191e-05 4.08887863e-05
 2.34842300e-05 2.28881836e-05]","[1e-06 1e-05 0.0001 0.001 0.01 0.1 1.0 10.0 100.0 1000.0 10000.0 100000.0
 1000000.0 10000000.0]","[{'mlp_classification__alpha': 1e-06}, {'mlp_classification__alpha': 1e-05}, {'mlp_classification__alpha': 0.0001}, {'mlp_classification__alpha': 0.001}, {'mlp_classification__alpha': 0.01}, {'mlp_classification__alpha': 0.1}, {'mlp_classification__alpha': 1.0}, {'mlp_classification__alpha': 10.0}, {'mlp_classification__alpha': 100.0}, {'mlp_classification__alpha': 1000.0}, {'mlp_classification__alpha': 10000.0}, {'mlp_classification__alpha': 100000.0}, {'mlp_classification__alpha': 1000000.0}, {'mlp_classification__alpha': 10000000.0}]","[0.704 0.69  0.718 0.684 0.668 0.696 0.708 0.71  0.532 0.532 0.532 0.532
 0.532 0.532]","[0.674 0.644 0.64  0.654 0.684 0.672 0.654 0.688 0.532 0.532 0.532 0.532
 0.532 0.532]","[0.689 0.667 0.679 0.669 0.676 0.684 0.681 0.699 0.532 0.532 0.532 0.532
 0.532 0.532]","[0.015 0.023 0.039 0.015 0.008 0.012 0.027 0.011 0.    0.    0.    0.
 0.    0.   ]",[2 8 5 7 6 3 4 1 9 9 9 9 9 9]
